AgeMonths,IntakeHour,OutcomeHour,AgeAtOutcomeMonths,Breed_Freq,Color_Freq,Animal Type_dog,Sex upon Intake_intact male,Sex upon Intake_neutered male,Sex upon Intake_spayed female,Sex upon Intake_unknown,Intake Type_euthanasia request,Intake Type_owner surrender,Intake Type_public assist,Intake Type_stray,Intake Type_wildlife,Intake Condition_agonal,Intake Condition_behavior,Intake Condition_congenital,Intake Condition_feral,Intake Condition_injured,Intake Condition_med attn,Intake Condition_med urgent,Intake Condition_medical,Intake Condition_neonatal,Intake Condition_neurologic,Intake Condition_normal,Intake Condition_nursing,Intake Condition_other,Intake Condition_parvo,Intake Condition_pregnant,Intake Condition_sick,Intake Condition_space,Intake Condition_unknown,IntakeWeekday_Monday,IntakeWeekday_Saturday,IntakeWeekday_Sunday,IntakeWeekday_Thursday,IntakeWeekday_Tuesday,IntakeWeekday_Wednesday,OutcomeWeekday_Monday,OutcomeWeekday_Saturday,OutcomeWeekday_Sunday,OutcomeWeekday_Thursday,OutcomeWeekday_Tuesday,OutcomeWeekday_Wednesday,True,Pred_RF,Pred_LGB,TrueName,PredName_RF,PredName_LGB
204.0,11,14,207.0,0.023066473546425326,0.0013044612575006521,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,2,2,return to owner,euthanasia,euthanasia
36.0,15,19,37.0,0.003121710733467078,0.028590192250600503,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,3,3,adoption,return to owner,return to owner
72.0,13,16,89.0,0.05086499275799095,0.08703005658662973,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,3,3,adoption,return to owner,return to owner
3.0,20,17,3.0,0.023723202317442897,0.021429149761148646,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
12.0,13,16,12.0,0.14435438164038253,0.013530411939868835,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,4,0,adoption,transfer,adoption
36.0,12,8,37.0,0.14435438164038253,0.10453682629074193,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,1,1,euthanasia,died,died
0.0,11,11,0.0,0.22815477207913132,0.06934336119182778,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,4,1,euthanasia,transfer,died
24.0,18,14,28.0,0.22815477207913132,0.03474365087218979,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
36.0,11,16,37.0,0.22815477207913132,0.10453682629074193,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3,4,0,return to owner,transfer,adoption
72.0,12,11,73.0,0.0076648344233831425,0.021429149761148646,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,3,3,transfer,return to owner,return to owner
36.0,12,16,43.0,0.01904513435950952,0.027393686407513697,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3,0,0,return to owner,adoption,adoption
72.0,16,15,42.0,0.054355551157372006,0.02701584245706523,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3,0,0,return to owner,adoption,adoption
10.0,17,12,10.0,0.05086499275799095,0.004651079104329912,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
2.0,8,10,3.0,0.012064017560747412,0.08703005658662973,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,2,2,died,euthanasia,euthanasia
144.0,10,9,146.0,0.22815477207913132,0.019521937439837347,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4,2,2,transfer,euthanasia,euthanasia
1.0,13,15,1.0,0.005505726135106201,0.014187140710886404,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,4,4,euthanasia,transfer,transfer
12.0,16,14,15.0,0.14435438164038253,0.033043353095171694,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,4,4,adoption,transfer,transfer
24.0,11,17,32.0,0.004102305747726189,0.008600448014969817,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
36.0,13,8,37.0,0.0010345727214660346,0.009590039313763416,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4,3,0,transfer,return to owner,adoption
24.0,12,12,26.0,0.0004228253731209011,0.02701584245706523,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,4,adoption,return to owner,transfer
12.0,11,11,14.0,0.0076648344233831425,0.024649819624495084,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,4,transfer,adoption,transfer
48.0,12,12,49.0,0.05086499275799095,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
1.0,12,12,2.0,0.005514722419640688,0.014187140710886404,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
2.0,11,15,3.0,0.012064017560747412,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0,0,died,adoption,adoption
12.0,9,13,12.0,0.22815477207913132,0.08703005658662973,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
1.0,11,11,2.0,0.005505726135106201,0.028590192250600503,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
48.0,8,12,49.0,0.04404580908084961,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,3,3,transfer,return to owner,return to owner
12.0,15,16,12.0,0.004651079104329912,0.10453682629074193,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3,0,0,return to owner,adoption,adoption
1.0,12,11,2.0,0.009949890695142906,0.0012144984121557796,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
12.0,16,18,18.0,0.0008276581771728276,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,0,0,return to owner,adoption,adoption
12.0,13,15,12.0,0.04404580908084961,0.020637476722113766,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,3,4,transfer,return to owner,transfer
6.0,17,18,6.0,0.054355551157372006,0.015392642838507697,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,0,0,return to owner,adoption,adoption
1.0,15,13,2.0,0.22815477207913132,0.10453682629074193,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4,1,0,transfer,died,adoption
4.0,17,10,5.0,0.14435438164038253,0.019953759097492734,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,4,4,return to owner,transfer,transfer
5.0,13,13,7.0,0.22815477207913132,0.10453682629074193,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,4,4,adoption,transfer,transfer
4.0,16,13,4.0,0.22815477207913132,0.020781417274665565,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,4,transfer,adoption,transfer
1.0,15,11,2.0,0.012918664591523701,0.019521937439837347,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
24.0,17,13,26.0,0.14435438164038253,0.0036974729436742627,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2,0,adoption,euthanasia,adoption
2.0,17,13,3.0,0.22815477207913132,0.03474365087218979,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,2,2,transfer,euthanasia,euthanasia
2.0,10,14,3.0,0.04404580908084961,0.001898216036776811,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
3.0,11,17,3.0,0.22815477207913132,0.013530411939868835,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
12.0,15,12,12.0,0.22815477207913132,0.06934336119182778,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4,4,adoption,transfer,transfer
72.0,15,11,73.0,0.22815477207913132,0.0013944241028455249,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,2,4,transfer,euthanasia,transfer
1.0,19,13,2.0,0.04404580908084961,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
48.0,21,0,50.0,0.00422825373120901,0.028590192250600503,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,3,4,transfer,return to owner,transfer
1.0,10,19,1.0,0.0033736067004327213,0.0028338296283634858,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,4,4,euthanasia,transfer,transfer
36.0,16,14,37.0,0.22815477207913132,0.06934336119182778,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
12.0,12,14,13.0,0.04404580908084961,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
12.0,14,17,12.0,0.005811599809278768,0.03549034248855223,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,3,0,adoption,return to owner,adoption
2.0,8,12,3.0,0.22815477207913132,0.08703005658662973,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
12.0,14,14,13.0,0.0029597776118463074,0.003292640139622336,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0,3,4,adoption,return to owner,transfer
36.0,13,11,49.0,0.004300224007484909,0.00436319799922632,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4,3,3,transfer,return to owner,return to owner
1.0,17,8,1.0,0.22815477207913132,0.033043353095171694,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4,1,1,transfer,died,died
12.0,14,14,18.0,0.05086499275799095,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
3.0,11,16,4.0,0.14435438164038253,0.0189191863760267,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
36.0,10,10,37.0,0.14435438164038253,0.0013944241028455249,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,4,4,adoption,transfer,transfer
12.0,17,19,12.0,0.012504835502937286,0.021015320672562232,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
36.0,18,12,37.0,0.023723202317442897,0.021429149761148646,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,0,0,return to owner,adoption,adoption
5.0,13,19,37.0,0.01904513435950952,0.02701584245706523,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
120.0,15,10,122.0,0.22815477207913132,0.08703005658662973,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0,transfer,adoption,adoption
48.0,14,9,50.0,0.0002878811051035922,0.006684239409124032,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
0.0,9,16,1.0,0.14435438164038253,0.018208479897802207,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,4,4,return to owner,transfer,transfer
60.0,14,11,67.0,0.05086499275799095,0.08703005658662973,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
24.0,14,12,25.0,0.04404580908084961,0.10453682629074193,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4,0,4,transfer,adoption,transfer
96.0,17,15,114.0,0.07260001619331216,0.009931898126073932,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,3,3,adoption,return to owner,return to owner
36.0,21,15,37.0,0.054355551157372006,0.028590192250600503,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,3,0,transfer,return to owner,adoption
12.0,10,17,12.0,0.023723202317442897,0.009203199078780464,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,3,3,adoption,return to owner,return to owner
3.0,16,17,4.0,0.0008996284534487257,0.02701584245706523,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
1.0,16,16,2.0,0.012064017560747412,0.031100155635722448,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
7.0,12,12,8.0,0.07260001619331216,0.028590192250600503,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0,4,4,adoption,transfer,transfer
120.0,11,13,122.0,0.012918664591523701,0.019953759097492734,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,3,4,transfer,return to owner,transfer
12.0,9,17,12.0,0.0076648344233831425,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,3,3,adoption,return to owner,return to owner
36.0,12,15,39.0,0.001196505843086805,0.02701584245706523,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
1.0,15,13,2.0,0.22815477207913132,0.06934336119182778,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,0,0,return to owner,adoption,adoption
24.0,15,18,24.0,0.0048579936486231184,0.03474365087218979,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,4,0,return to owner,transfer,adoption
3.0,18,13,3.0,0.054355551157372006,0.015392642838507697,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,4,0,adoption,transfer,adoption
6.0,14,14,7.0,0.22815477207913132,0.033043353095171694,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,0,4,transfer,adoption,transfer
12.0,23,11,12.0,0.000350855096845003,0.03549034248855223,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,3,3,transfer,return to owner,return to owner
48.0,10,15,57.0,0.05086499275799095,0.08703005658662973,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
156.0,15,11,158.0,0.22815477207913132,0.06934336119182778,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,4,4,died,transfer,transfer
60.0,13,11,61.0,0.0029237924737083583,0.021429149761148646,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,4,3,3,transfer,return to owner,return to owner
12.0,13,15,25.0,0.22815477207913132,0.06934336119182778,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,4,4,return to owner,transfer,transfer
120.0,16,14,122.0,0.023066473546425326,0.06934336119182778,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,3,4,transfer,return to owner,transfer
24.0,16,13,25.0,0.05086499275799095,0.003985354048777855,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,3,3,transfer,return to owner,return to owner
36.0,17,19,38.0,0.023723202317442897,0.003985354048777855,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
9.0,17,18,8.0,0.01904513435950952,0.028590192250600503,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
48.0,17,16,54.0,0.22815477207913132,0.013530411939868835,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3,4,4,return to owner,transfer,transfer
3.0,11,12,3.0,0.023723202317442897,0.024649819624495084,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
12.0,9,14,13.0,0.054355551157372006,0.015392642838507697,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,3,3,adoption,return to owner,return to owner
60.0,13,15,61.0,0.22815477207913132,0.019521937439837347,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,0,0,transfer,adoption,adoption
84.0,10,13,87.0,0.001610334931673219,0.015392642838507697,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,0,4,return to owner,adoption,transfer
6.0,14,12,8.0,0.22815477207913132,0.02701584245706523,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
60.0,13,13,62.0,0.05086499275799095,0.003985354048777855,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,0,0,transfer,adoption,adoption
12.0,15,14,12.0,0.04404580908084961,0.009590039313763416,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,3,4,transfer,return to owner,transfer
1.0,11,14,2.0,0.009949890695142906,0.006018514353571975,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,0,0,transfer,adoption,adoption
36.0,7,14,37.0,0.0021860971418804034,0.08703005658662973,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,2,4,transfer,euthanasia,transfer
12.0,9,16,19.0,0.004651079104329912,0.10453682629074193,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
12.0,11,15,12.0,0.0027528630675531006,0.031100155635722448,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
24.0,14,17,25.0,0.04404580908084961,0.001898216036776811,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,0,0,return to owner,adoption,adoption
1.0,13,13,2.0,0.22815477207913132,0.08703005658662973,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
7.0,16,13,7.0,0.023723202317442897,0.003985354048777855,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
7.0,10,13,11.0,0.22815477207913132,0.027393686407513697,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,4,4,adoption,transfer,transfer
12.0,17,11,14.0,0.01128134080624702,0.019521937439837347,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
108.0,12,14,112.0,0.012064017560747412,0.031100155635722448,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3,3,adoption,return to owner,return to owner
