AgeMonths,IntakeHour,OutcomeHour,AgeAtOutcomeMonths,Breed_Freq,Color_Freq,Animal Type_dog,Sex upon Intake_intact male,Sex upon Intake_neutered male,Sex upon Intake_spayed female,Sex upon Intake_unknown,Intake Type_euthanasia request,Intake Type_owner surrender,Intake Type_public assist,Intake Type_stray,Intake Type_wildlife,Intake Condition_agonal,Intake Condition_behavior,Intake Condition_congenital,Intake Condition_feral,Intake Condition_injured,Intake Condition_med attn,Intake Condition_med urgent,Intake Condition_medical,Intake Condition_neonatal,Intake Condition_neurologic,Intake Condition_normal,Intake Condition_nursing,Intake Condition_other,Intake Condition_parvo,Intake Condition_pregnant,Intake Condition_sick,Intake Condition_space,Intake Condition_unknown,IntakeWeekday_Monday,IntakeWeekday_Saturday,IntakeWeekday_Sunday,IntakeWeekday_Thursday,IntakeWeekday_Tuesday,IntakeWeekday_Wednesday,OutcomeWeekday_Monday,OutcomeWeekday_Saturday,OutcomeWeekday_Sunday,OutcomeWeekday_Thursday,OutcomeWeekday_Tuesday,OutcomeWeekday_Wednesday,True,Pred_RF,Pred_LGB,TrueName,PredName_RF,PredName_LGB
1.0,17,12,2.0,0.012028032422609462,0.0021501120037424543,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0,transfer,adoption,adoption
72.0,12,10,79.0,0.001196505843086805,0.02701584245706523,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3,0,0,return to owner,adoption,adoption
2.0,18,9,3.0,0.054355551157372006,0.02701584245706523,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4,0,adoption,transfer,adoption
12.0,12,16,12.0,0.000593754779276159,0.009590039313763416,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4,3,3,transfer,return to owner,return to owner
12.0,18,0,15.0,0.14435438164038253,0.020781417274665565,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,4,4,adoption,transfer,transfer
4.0,7,12,51.0,0.22815477207913132,0.016346248999163347,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,4,0,adoption,transfer,adoption
36.0,18,18,37.0,0.22815477207913132,0.10453682629074193,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2,0,0,euthanasia,adoption,adoption
6.0,14,14,7.0,0.22815477207913132,0.06934336119182778,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4,0,4,transfer,adoption,transfer
12.0,8,14,12.0,0.14435438164038253,0.06934336119182778,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4,0,4,transfer,adoption,transfer
120.0,11,18,122.0,0.04404580908084961,0.023561269195822125,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,3,3,adoption,return to owner,return to owner
3.0,16,14,4.0,0.006738217116330956,0.015392642838507697,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,4,4,adoption,transfer,transfer
96.0,16,13,98.0,0.22815477207913132,0.06934336119182778,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4,2,4,transfer,euthanasia,transfer
48.0,10,12,64.0,0.07260001619331216,0.008600448014969817,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
12.0,14,15,13.0,0.05086499275799095,0.023561269195822125,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,3,4,euthanasia,return to owner,transfer
12.0,23,12,13.0,0.07260001619331216,0.027393686407513697,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,4,4,adoption,transfer,transfer
48.0,14,17,55.0,0.000278884820569105,0.031100155635722448,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
60.0,12,11,61.0,0.0029237924737083583,0.10453682629074193,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,3,3,transfer,return to owner,return to owner
36.0,11,10,37.0,0.054355551157372006,0.016580152397060014,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,4,4,return to owner,transfer,transfer
1.0,10,12,3.0,0.22815477207913132,0.10453682629074193,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
1.0,8,11,2.0,0.07260001619331216,0.00203316030479412,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
1.0,18,10,2.0,0.0013584389647075758,0.021429149761148646,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,0,transfer,adoption,adoption
36.0,7,16,37.0,0.07260001619331216,0.021429149761148646,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
24.0,12,18,24.0,0.22815477207913132,0.016346248999163347,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,4,4,return to owner,transfer,transfer
4.0,13,16,4.0,0.22815477207913132,0.000278884820569105,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
24.0,13,16,24.0,0.004651079104329912,0.003985354048777855,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
4.0,12,19,4.0,0.023723202317442897,0.020637476722113766,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,0,0,return to owner,adoption,adoption
12.0,15,13,13.0,0.0013224538265696267,0.0021501120037424543,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
12.0,15,15,19.0,0.07260001619331216,0.03549034248855223,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,3,4,adoption,return to owner,transfer
60.0,13,12,61.0,0.04404580908084961,0.014187140710886404,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,3,0,0,return to owner,adoption,adoption
8.0,15,15,8.0,0.00044981422672436285,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
96.0,8,6,115.0,0.22815477207913132,0.018154502190595286,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,4,0,adoption,transfer,adoption
12.0,16,13,20.0,0.22815477207913132,0.016346248999163347,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4,2,2,transfer,euthanasia,euthanasia
36.0,16,15,37.0,0.0014933832327248845,0.004075316894122727,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
24.0,8,18,32.0,0.000908624737983213,0.016580152397060014,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3,0,0,return to owner,adoption,adoption
1.0,15,12,2.0,0.22815477207913132,0.02701584245706523,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,0,0,transfer,adoption,adoption
1.0,13,10,2.0,0.14435438164038253,0.03474365087218979,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,died,adoption,adoption
6.0,12,13,7.0,0.05086499275799095,0.006171451190658258,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,4,4,adoption,transfer,transfer
24.0,14,18,24.0,0.0005487733566037227,0.020637476722113766,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
12.0,15,11,15.0,0.0029597776118463074,0.015392642838507697,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,3,3,adoption,return to owner,return to owner
60.0,11,15,73.0,0.0048579936486231184,0.019953759097492734,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
120.0,15,17,122.0,0.054355551157372006,0.10453682629074193,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3,2,2,return to owner,euthanasia,euthanasia
1.0,12,15,2.0,0.054355551157372006,0.018154502190595286,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
12.0,17,17,13.0,0.0006117473483451335,0.006684239409124032,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,3,3,transfer,return to owner,return to owner
8.0,16,12,8.0,0.012504835502937286,0.031100155635722448,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,2,2,transfer,euthanasia,euthanasia
24.0,14,10,25.0,0.054355551157372006,0.028590192250600503,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4,2,2,transfer,euthanasia,euthanasia
1.0,13,17,2.0,0.005514722419640688,0.03549034248855223,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,0,0,return to owner,adoption,adoption
60.0,13,16,61.0,0.0027528630675531006,0.014187140710886404,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
1.0,11,18,2.0,0.22815477207913132,0.019953759097492734,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,0,0,transfer,adoption,adoption
84.0,12,9,98.0,0.07260001619331216,0.027393686407513697,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,4,4,return to owner,transfer,transfer
3.0,11,10,4.0,0.012028032422609462,0.003256655001484387,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
144.0,11,11,154.0,0.000350855096845003,0.001898216036776811,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,3,3,transfer,return to owner,return to owner
24.0,13,13,25.0,0.012028032422609462,0.015392642838507697,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,3,3,adoption,return to owner,return to owner
